,0
791,"cake,cookies,pancakes"
792,"bug spray,french fries,yogurt cake,green tea"
793,
794,"milk,cider,chicken,green beans"
795,"spaghetti,mineral water,avocado,milk,salmon,frozen smoothie,escalope,hot dogs"
796,"whole wheat rice,escalope,champagne"
797,"pasta,mushroom cream sauce"
798,
799,"spaghetti,french fries"
800,"shrimp,whole wheat pasta,spaghetti,mineral water,milk,olive oil,chicken,salmon,pancakes,cake"
801,"chocolate,grated cheese,frozen vegetables,ground beef,spaghetti,milk,butter,bacon,whole wheat rice"
802,"pepper,chocolate,fromage blanc,eggs,green tea,escalope"
803,"ground beef,avocado,milk,pancakes,green tea"
804,"mineral water,green tea,protein bar"
805,low fat yogurt
806,"tomato juice,candy bars"
807,"avocado,bacon,oil,french fries,brownies,pancakes,zucchini,green tea"
808,"spaghetti,mineral water,soup,milk,olive oil,chicken,cake,burger sauce,oil"
809,"cooking oil,tea"
810,"soup,vegetables mix,pancakes,body spray,melons,protein bar,asparagus,mayonnaise,mint,green tea"
811,pepper
812,"olive oil,blueberries"
813,
814,"herb & pepper,muffins,eggs,low fat yogurt"
815,"frozen vegetables,spaghetti,milk,gums,light cream,cooking oil,gluten free bar"
816,"pancakes,french fries,tomato juice"
817,"tomatoes,parmesan cheese,ground beef,tomato sauce,milk,extra dark chocolate,melons,mint,green tea"
818,"chicken,chocolate,cookies,green tea"
819,"ground beef,spaghetti,chocolate,french wine,pancakes,eggs,frozen smoothie,sandwich,tomato juice"
820,cottage cheese
821,cottage cheese
822,"frozen smoothie,white wine"
823,"chocolate,rice,champagne"
824,
825,"whole wheat pasta,meatballs,milk"
826,"parmesan cheese,ground beef,pepper,spaghetti,cream,black tea,almonds,french wine,pancakes,eggs"
827,"shrimp,parmesan cheese,ground beef,mineral water,mint"
828,rice
829,
830,honey
831,"ground beef,pancakes,salt"
832,"soda,french fries,brownies"
833,
834,"spaghetti,chicken,rice,oil,cooking oil,hot dogs,mint"
835,chocolate
836,
837,"chocolate,champagne,yogurt cake,green tea"
838,"mineral water,eggs,escalope"
839,"yogurt cake,light mayo,green tea"
840,cooking oil
841,"olive oil,light cream,cooking oil,chicken,extra dark chocolate,cereals,french fries,frozen smoothie,pancakes,tomato juice,fresh bread,low fat yogurt"
842,"soup,avocado,milk,yogurt cake,energy drink,low fat yogurt,green tea"
843,"chocolate,ground beef,mineral water,oil"
844,"champagne,escalope"
845,
846,pasta
847,"mineral water,olive oil,rice,antioxydant juice,frozen smoothie"
848,
849,"tomato sauce,spaghetti,milk,pancakes,energy drink,white wine"
850,"spaghetti,strong cheese,strawberries"
851,
852,"spaghetti,cider,cooking oil,cookies"
853,"frozen vegetables,parmesan cheese,spaghetti,fromage blanc,vegetables mix,pancakes,honey,hot dogs,low fat yogurt"
854,
855,
856,"mineral water,honey,whole wheat rice,champagne,escalope"
857,"milk,butter,black tea,eggs,frozen smoothie,light mayo,shampoo,low fat yogurt,green tea"
858,cake
859,"mineral water,milk,pancakes,whole wheat rice,cooking oil,frozen smoothie,cookies,green tea"
860,"chocolate,french fries"
861,
862,"eggs,bug spray"
863,"muffins,french fries,body spray"
864,"eggs,blueberries,soda,escalope"
865,
866,"cookies,mushroom cream sauce"
867,champagne
868,salmon
869,
870,"tomatoes,ground beef,soup,milk,butter,honey,cake,mint green tea,brownies,salt"
871,"spaghetti,mineral water,chocolate,napkins,low fat yogurt"
872,"parmesan cheese,chocolate,soup,milk,olive oil,energy bar,butter,almonds,fromage blanc,eggs,cake,pancakes"
873,"honey,pasta,energy drink,green tea"
874,"chocolate,milk,french wine,muffins,pancakes,champagne,frozen smoothie"
875,
876,
877,"frozen vegetables,tomatoes,parmesan cheese,ground beef,fromage blanc,eggs,honey,cake,rice,cereals,french fries,champagne"
878,"mineral water,milk,strong cheese,cereals,escalope,cottage cheese"
879,"burgers,fresh tuna,spaghetti,pancakes,eggs,cake,cottage cheese,energy drink,gluten free bar"
880,
881,"spaghetti,mineral water,almonds,honey,extra dark chocolate,carrots,mashed potato"
882,"french fries,frozen smoothie,cottage cheese,strawberries,light mayo"
883,
884,french fries
885,"french fries,strawberries"
886,"frozen vegetables,avocado,cake,light cream,cooking oil,chicken,chocolate bread,mashed potato"
887,"energy bar,shallot"
888,shrimp
889,"spaghetti,champagne,yogurt cake"
890,"mineral water,chocolate,avocado,butter,zucchini,green tea"
891,"green tea,brownies"
892,
893,"tomato sauce,milk,butter,bacon,salmon,cooking oil,chocolate,french fries,hot dogs,melons,protein bar,mint"
894,
895,"burger sauce,brownies,pancakes"
896,"pancakes,whole wheat rice,green tea,french fries,cookies,shallot,low fat yogurt"
897,"chocolate,butter,cooking oil,escalope"
898,"red wine,frozen vegetables,pepper,spaghetti,chocolate,milk,honey,whole wheat rice,cooking oil,cereals"
899,"ground beef,spaghetti,pancakes,eggs,cake,chili,pet food,chocolate"
900,"milk,butter,chicken,salt,mayonnaise,green tea"
901,"mineral water,fromage blanc,honey,gums,chocolate,french fries,frozen smoothie,sparkling water,strawberries,green tea"
902,cookies
903,light mayo
904,"tomatoes,spaghetti,chicken,french fries,escalope"
905,"burgers,butter,vegetables mix,green grapes,pancakes,eggs,cake,barbecue sauce,green tea"
906,"shrimp,yams,eggs,burger sauce,yogurt cake"
907,light mayo
908,"ground beef,eggs,chocolate,champagne,zucchini"
909,
910,mint green tea
911,
912,
913,"french fries,champagne,green tea"
914,"salt,green tea"
915,"spaghetti,chocolate,french fries,escalope,cookies,brownies,pancakes,melons"
916,"spaghetti,yams,chicken,cooking oil,chocolate,hot dogs"
917,
918,"olive oil,bug spray,frozen smoothie,hot dogs"
919,"spaghetti,mineral water,soup,olive oil,escalope"
920,"oil,chicken,french fries,escalope"
921,
922,"whole wheat rice,escalope,champagne"
923,"frozen vegetables,chicken,fromage blanc,honey,light mayo"
924,
925,"champagne,cookies,fresh bread,green tea"
926,"spaghetti,chocolate,escalope,fresh bread"
927,"spaghetti,french fries,frozen smoothie"
928,
929,
930,"milk,oil,shampoo"
931,
932,
933,
934,"milk,butter,french fries,cookies"
935,"frozen vegetables,chicken,eggs,frozen smoothie,cauliflower,low fat yogurt"
936,"shrimp,tomatoes,milk,energy bar,almonds,chicken,chocolate,french fries,body spray"
937,"milk,cake,cooking oil,french fries,escalope,zucchini"
938,"spaghetti,chocolate,milk,olive oil,whole wheat rice,cake,frozen smoothie,protein bar"
939,"red wine,pepper,spaghetti,fromage blanc,salmon,pancakes,eggs,honey,green tea"
940,low fat yogurt
941,"parmesan cheese,soup,chocolate,brownies"
942,chicken
943,"vegetables mix,nonfat milk,green tea"
944,"parmesan cheese,cider,muffins,spinach,honey,oil"
945,
946,"chocolate,mushroom cream sauce,candy bars"
947,
948,honey
949,"frozen vegetables,tomatoes,cottage cheese"
950,
951,
952,"almonds,french fries,escalope"
953,spaghetti
954,"mineral water,butter,frozen smoothie"
955,"spaghetti,french fries,light mayo,green tea"
956,"ham,spaghetti,whole wheat rice,eggplant,chocolate,cookies,shallot,green tea"
957,"frozen vegetables,spaghetti,avocado,milk,blueberries,light cream,rice,green tea,chocolate,french fries,frozen smoothie,cookies,hot dogs"
958,"shrimp,tomatoes,bacon,whole wheat rice,green tea"
959,pancakes
960,"cake,hot dogs,green tea"
961,"milk,fromage blanc,ketchup,chocolate,babies food"
962,
963,mint
964,"french fries,salt,fresh bread"
965,"french fries,strawberries,yogurt cake,light mayo"
966,"eggplant,cookies"
967,
968,"spaghetti,meatballs,milk,olive oil,chicken,honey,frozen smoothie,escalope,pancakes"
969,"rice,chocolate"
970,"ground beef,spaghetti,chocolate,milk,eggs,light cream"
971,champagne
972,"ground beef,olive oil,blueberries,escalope"
973,"red wine,mineral water,eggs,oil,carrots,hand protein bar,tomato juice"
974,"grated cheese,herb & pepper,mineral water,soup,olive oil"
975,"shrimp,mineral water,chicken,fromage blanc,salmon,eggs,cake,frozen smoothie,strawberries"
976,
977,
978,cookies
979,"butter,eggs"
980,"mushroom cream sauce,low fat yogurt"
981,green tea
982,whole wheat rice
983,"frozen vegetables,parmesan cheese,mineral water,whole wheat rice,cake"
984,pancakes
985,"spaghetti,olive oil,butter,salmon,oil,cooking oil,frozen smoothie,cauliflower"
986,
987,"eggs,escalope,strawberries"
988,"soup,milk,carrots,chocolate"
989,"mineral water,soup,meatballs,olive oil"
990,"mineral water,cooking oil,french fries,cookies,low fat yogurt"
991,"milk,olive oil,french fries"
992,"mineral water,pancakes,cake,tomato juice"
993,"milk,chicken"
994,"mineral water,chicken,french fries,cottage cheese,pancakes"
995,"mineral water,milk,eggs,mint"
996,"body spray,green tea"
997,
998,"frozen vegetables,mineral water,muffins,cereals"
999,"tomatoes,spaghetti,milk,cider,eggs,honey,cake,green tea,french fries,brownies,tomato juice"
1000,"red wine,spaghetti,eggs,whole wheat rice,chocolate,french fries,escalope,cookies"
1001,
1002,"ground beef,spaghetti,chicken,extra dark chocolate,cereals,hot dogs,brownies,green tea"
1003,"chocolate,champagne,escalope"
1004,"escalope,mushroom cream sauce,low fat yogurt"
1005,"ham,chocolate,pancakes,cereals"
1006,mint
1007,"grated cheese,parmesan cheese,spaghetti,pancakes,eggs,cake,french fries,energy drink"
1008,"spaghetti,mineral water,olive oil,cooking oil,cereals,french fries,hot dogs"
1009,"mineral water,milk,spinach"
1010,"melons,green tea"
1011,"energy drink,melons,green tea"
1012,french fries
1013,
1014,"eggs,chocolate,frozen smoothie,cookies,green tea"
1015,
1016,"ham,grated cheese,mineral water,chocolate,olive oil,salmon,green grapes,honey,whole wheat rice,cake,green tea"
1017,"bacon,eggs,cookies,green tea"
1018,"almonds,pancakes,soda"
1019,"herb & pepper,frozen vegetables,tomatoes,chocolate,milk,clothes accessories,cottage cheese,low fat yogurt"
1020,mint
1021,"burgers,yams,french fries"
1022,"spaghetti,soda"
1023,"frozen vegetables,tomatoes,ground beef,tomato sauce,spaghetti,avocado,milk,olive oil,energy bar,whole wheat rice,cereals,green tea"
1024,"tomatoes,spaghetti,mineral water,fresh bread,white wine,zucchini"
1025,
1026,"parmesan cheese,eggs,cake,green tea,french fries"
1027,"whole wheat pasta,bacon,salmon,hot dogs,low fat yogurt"
1028,
1029,
1030,
1031,"frozen vegetables,mineral water,milk,fromage blanc,cake,cooking oil,pet food,green tea,sparkling water,mayonnaise"
1032,"chocolate,french fries"
1033,"avocado,whole weat flour,frozen smoothie"
1034,
1035,
1036,whole wheat rice
1037,"frozen vegetables,mineral water,green tea"
1038,hand protein bar
1039,hand protein bar
1040,
1041,"spaghetti,mineral water"
1042,"ground beef,mineral water,soup,olive oil,eggs,honey,green beans,french fries,asparagus"
1043,
1044,"burgers,frozen vegetables,mineral water,milk,cake,chicken,chocolate,french fries,frozen smoothie"
1045,"shampoo,low fat yogurt"
1046,"red wine,spaghetti,eggs,green tea"
1047,"pancakes,eggs,light cream,light mayo"
1048,"butter,chocolate,french fries,cookies,strawberries,hand protein bar,green tea"
1049,"shrimp,spaghetti,pancakes,cooking oil,cookies"
1050,"olive oil,light cream,extra dark chocolate,low fat yogurt"
1051,mushroom cream sauce
1052,
1053,"energy bar,frozen smoothie,pancakes"
1054,
1055,"salmon,yogurt cake"
1056,"herb & pepper,mineral water,soup,eggs,cake"
1057,brownies
1058,"spaghetti,mineral water,milk,french wine,strong cheese,eggs,light cream,cereals"
1059,"milk,whole wheat rice,rice"
1060,"pancakes,yogurt cake,low fat yogurt,green tea"
1061,eggs
1062,
1063,
1064,"ham,chocolate,ground beef,spaghetti,mineral water,bug spray,hot dogs"
1065,"whole wheat pasta,spaghetti,honey,green tea"
1066,"mineral water,french wine,vegetables mix,eggs,rice,chili,extra dark chocolate,green beans,escalope,salad"
1067,"spaghetti,mineral water,chocolate,honey,cooking oil,champagne,tomato juice,green tea"
1068,ground beef
1069,"tomatoes,mineral water,strawberries,pancakes"
1070,"ham,frozen vegetables,whole wheat pasta,spaghetti,mineral water,olive oil,pancakes,cooking oil,ketchup,champagne,cookies,hot dogs"
1071,"spaghetti,eggs,bug spray,pancakes,energy drink,green tea"
1072,"spaghetti,black tea,eggs,cake,cookies,low fat yogurt"
1073,"cake,french fries,cookies,protein bar,hand protein bar,tomato juice,green tea"
1074,grated cheese
1075,"spaghetti,milk"
1076,"salt,low fat yogurt"
1077,
1078,
1079,"ground beef,spaghetti,mineral water,strawberries,cauliflower"
1080,
1081,yogurt cake
1082,"burger sauce,antioxydant juice,energy drink"
1083,"whole wheat pasta,spaghetti,mineral water,black tea,pancakes,eggs,whole wheat rice,cake,green tea"
1084,"herb & pepper,frozen vegetables,tomatoes,whole wheat pasta,spaghetti,mineral water,honey,whole wheat rice,chicken,protein bar"
1085,"eggplant,french fries,escalope,tomato juice,toothpaste"
1086,white wine
1087,"extra dark chocolate,whole weat flour"
1088,"fresh bread,white wine"
1089,"frozen smoothie,escalope"
1090,"cake,cottage cheese,gluten free bar"
1091,"milk,vegetables mix,chicken,green tea,chocolate,frozen smoothie,escalope,hot dogs"
1092,"tomatoes,parmesan cheese,spaghetti,avocado,meatballs,milk,pancakes,light cream,oil,chicken,ketchup,protein bar,salt"
1093,"mineral water,french wine,eggs,cereals,chocolate,salt"
1094,french fries
1095,"energy bar,cake,french fries"
1096,frozen smoothie
1097,"milk,hot dogs"
1098,"mineral water,chocolate,milk,olive oil,black tea,chicken,pancakes,whole wheat rice,oatmeal,champagne,frozen smoothie,fresh bread,mint"
1099,"spaghetti,meatballs,milk,french fries,low fat yogurt"
1100,
1101,"tomatoes,ground beef,escalope"
1102,"chocolate,champagne"
1103,"ground beef,blueberries,burger sauce,green tea"
1104,"milk,pancakes"
1105,"french wine,eggs,green beans,clothes accessories"
1106,whole wheat rice
1107,"pepper,mineral water,chocolate,white wine"
1108,spinach
1109,"hot dogs,brownies"
1110,"frozen smoothie,cottage cheese,mint"
1111,"frozen vegetables,parmesan cheese,pepper,spaghetti,milk,olive oil,black tea,almonds,salmon,honey,cake,gums,oil,cereals,chocolate,frozen smoothie,protein bar,mayonnaise"
1112,
1113,"vegetables mix,cookies,mushroom cream sauce,hot dogs"
1114,
1115,pancakes
1116,"honey,cake"
1117,"oil,barbecue sauce,pancakes"
1118,"spaghetti,mineral water,pancakes,cake,cookies"
1119,"milk,clothes accessories"
1120,"avocado,vegetables mix,green grapes,honey,whole weat flour,french fries,cottage cheese,energy drink,tomato juice,low fat yogurt,green tea,oil,mineral water,salmon,antioxydant juice,frozen smoothie,spinach,cereals"
1121,"meatballs,french fries,strawberries,green tea"
1122,"champagne,pasta,magazines"
1123,
1124,"yams,whole wheat rice,cooking oil,brownies"
1125,"frozen vegetables,light mayo,green tea"
1126,escalope
1127,
1128,"chicken,green tea,white wine"
1129,
1130,mineral water
1131,
1132,pancakes
1133,"antioxydant juice,french fries"
1134,"brownies,pancakes"
1135,"cake,gums,french fries,green tea"
1136,"mineral water,black tea,cookies"
1137,milk
1138,"chocolate,salmon,hot dogs"
1139,"burgers,mineral water,chocolate,avocado,cake,frozen smoothie"
1140,"chicken,mint green tea"
1141,"spaghetti,honey,sandwich"
1142,"eggs,cake,french fries"
1143,
1144,"tomatoes,parmesan cheese,whole wheat pasta,black tea,eggs,oil,green tea"
1145,"ground beef,mineral water,meatballs,milk,energy bar,chicken,whole weat flour,french fries,pancakes"
1146,champagne
1147,"oatmeal,green tea"
1148,
1149,"pancakes,green tea,french fries"
1150,
1151,"french fries,frozen smoothie,escalope"
1152,"mineral water,cake,chocolate,french fries,champagne,strawberries,energy drink,tomato juice,mint,green tea"
1153,"grated cheese,energy drink"
1154,"herb & pepper,frozen vegetables,cider,eggs,brownies,pancakes,yogurt cake,green tea"
1155,
1156,
1157,mint
1158,chicken
1159,brownies
1160,
1161,"chocolate,french fries,cookies"
1162,
1163,white wine
1164,"champagne,cottage cheese,pancakes,light mayo,green tea"
1165,
1166,
1167,"herb & pepper,spaghetti,milk,green tea"
1168,french fries
1169,
1170,"red wine,corn,green tea"
1171,
1172,
1173,milk
1174,mineral water
1175,
1176,"butter,eggs,cooking oil"
1177,
1178,green tea
1179,"ground beef,mineral water,eggs,cake,green tea,pancakes"
1180,"green tea,protein bar"
1181,"mineral water,soup,avocado"
1182,"french fries,escalope,gluten free bar"
1183,"mineral water,whole wheat rice,french fries"
1184,
1185,"salad,magazines"
1186,"tomatoes,parmesan cheese,muffins,spinach,eggs,cake,french fries,champagne,hot dogs,cottage cheese,strawberries,energy drink,fresh bread,candy bars"
